iter	Logloss
950	0.5604339433
951	0.5604037926
952	0.5603213255
953	0.5602741533
954	0.5601863721
955	0.5600953093
956	0.5600276835
957	0.5599583251
958	0.5598822451
959	0.5598409711
960	0.5597682361
961	0.5597050713
962	0.5596537815
963	0.5595891463
964	0.5595430113
965	0.5594875956
966	0.5593915731
967	0.5592790932
968	0.5591862306
969	0.5591164188
970	0.5590375612
971	0.5589691482
972	0.5589024642
973	0.5588300958
974	0.5587307449
975	0.5586601036
976	0.5585626987
977	0.5585058649
978	0.5584177823
979	0.5583711506
980	0.5583182286
981	0.558263228
982	0.558212628
983	0.5581137133
984	0.5580201291
985	0.5579350437
986	0.5578642573
987	0.557797211
988	0.5577121095
989	0.5576501489
990	0.557576514
991	0.5575064894
992	0.5574387458
993	0.557387234
994	0.557319237
995	0.5572543704
996	0.5571865183
997	0.5570806186
998	0.5570339988
999	0.5569945319
